rk,TEAM,CONF,RECORD,KADJ EM,adjo,adjo.rank,adjd,adjd.rank,adjt,adjt.rank,luck,luck.rank,sos-adjem,sos-adjem.rank,sos-oppo,sos-oppo.rank,sos-oppd,sos-oppd.rank,ncsos-adjem,ncsos-adjem.rank,seed,conference,KADJ T,adjtempo.rank,KADJ O,adjoe.rank,off-efg%,off-efg%.rank,off-to%,off-to%.rank,off-or%,off-or%.rank,off-ftrate,off-ftrate.rank,KADJ D,adjde.rank,def-efg%,def-efg%.rank,def-to%,def-to%.rank,def-or%,def-or%.rank,def-ftrate,def-ftrate.rank,tempo-adj,tempo-adj.rank,tempo-raw,tempo-raw.rank,off. efficiency-adj,off. efficiency-adj.rank,off. efficiency-raw,off. efficiency-raw.rank,def. efficiency-adj,def. efficiency-adj.rank,def. efficiency-raw,def. efficiency-raw.rank,YEAR,BARTHAG,W,L,WIN%,GAMES
286,LIU Brooklyn,NEC,9-19,-12.85,97.8,245,110.7,298,73.2,6,-.040,268,-7.09,277,98.5,271,105.6,284,+0.61,139,,NEC,73.2,6,97.8,245,48.4,205,22.8,233,36.3,50,33.0,249,110.7,298,51.1,232,18.2,303,30.7,97,38.1,195,73.2,6,74.4,15,97.8,245,98.8,209,110.7,298,106.5,277,2003,0.19390370773104773,9,19,0.32142857142857145,28
23,LSU,SEC,21-11,+18.15,111.0,33,92.8,24,67.5,140,-.035,262,+6.27,67,104.8,80,98.6,55,-8.36,311,8,SEC,67.5,140,111.0,33,54.2,14,20.4,117,32.5,144,35.8,177,92.8,24,46.8,50,23.0,89,29.6,58,29.2,27,67.5,140,68.2,183,111.0,33,106.9,52,92.8,24,93.3,19,2003,0.8869001107626566,21,11,0.65625,32
163,La Salle,A10,12-17,+0.27,102.4,160,102.1,164,67.6,137,+.001,165,+3.98,92,104.3,104,100.3,93,-0.37,160,,A10,67.6,137,102.4,160,45.2,300,20.7,128,32.8,141,40.5,85,102.1,164,48.8,134,20.9,197,37.0,302,39.8,229,67.6,137,69.1,144,102.4,160,98.8,210,102.1,164,103.4,227,2003,0.5084344137136215,12,17,0.41379310344827586,29
247,Lafayette,Pat,11-16,-8.98,101.3,185,110.3,294,66.4,189,-.004,172,-5.13,250,98.0,282,103.1,191,-2.67,219,,Pat,66.4,189,101.3,185,50.8,107,21.3,166,28.5,269,34.0,221,110.3,294,49.5,164,18.4,300,33.0,199,29.4,30,66.4,189,65.7,272,101.3,185,100.5,181,110.3,294,104.9,252,2003,0.2731197459687825,11,16,0.4074074074074074,27
243,Lamar,Slnd,12-14,-8.57,92.7,292,101.3,147,66.1,199,-.005,174,-7.64,286,97.2,294,104.8,266,-3.27,232,,Slnd,66.1,199,92.7,292,48.0,221,25.8,310,31.4,190,41.1,70,101.3,147,44.1,7,20.1,244,32.5,176,36.1,146,66.1,199,68.0,191,92.7,292,94.0,279,101.3,147,95.6,41,2003,0.2649774804097202,12,14,0.46153846153846156,26
223,Lehigh,Pat,14-12,-5.94,98.3,237,104.2,201,65.2,246,+.030,91,-7.43,281,96.4,309,103.8,214,-7.08,299,,Pat,65.2,246,98.3,237,47.9,226,21.6,181,28.1,280,36.5,160,104.2,201,47.7,89,20.5,217,29.4,50,36.2,147,65.2,246,65.1,287,98.3,237,98.2,222,104.2,201,97.8,81,2003,0.33842671924249923,14,12,0.5384615384615384,26
297,Liberty,BSth,14-15,-15.63,89.0,314,104.6,206,68.5,99,+.107,8,-11.72,315,96.3,311,108.1,322,-7.93,305,,BSth,68.5,99,89.0,314,45.5,293,25.8,315,31.3,195,46.7,14,104.6,206,48.2,109,22.4,111,33.2,209,38.6,209,68.5,99,69.9,115,89.0,314,93.0,291,104.6,206,98.5,103,2003,0.1350142631441395,14,15,0.4827586206896552,29
300,Lipscomb,ind,6-19,-16.28,98.8,226,115.1,321,69.9,57,-.116,322,-9.16,300,98.1,275,107.3,313,-5.21,276,,ind,69.9,57,98.8,226,51.1,95,22.6,226,26.4,303,47.1,10,115.1,321,49.8,184,15.6,327,34.9,271,33.2,89,69.9,57,74.5,14,98.8,226,102.1,139,115.1,321,109.3,310,2003,0.1472803801891141,6,19,0.24,25
295,Long Beach St.,BW,4-22,-15.41,96.9,257,112.3,313,65.6,227,-.021,218,-0.49,159,102.3,167,102.8,173,+2.57,92,,BW,65.6,227,96.9,257,48.8,184,25.8,313,29.0,261,40.1,90,112.3,313,52.6,280,18.5,298,35.5,283,41.6,261,65.6,227,66.1,263,96.9,257,94.9,269,112.3,313,112.3,324,2003,0.1549641905814251,4,22,0.15384615384615385,26
65,Louisiana Lafayette,SB,19-10,+10.52,107.9,71,97.4,76,69.8,60,-.014,202,+2.76,112,103.4,134,100.6,97,+5.64,46,,SB,69.8,60,107.9,71,52.5,42,21.4,174,35.0,76,38.0,120,97.4,76,48.0,102,24.2,38,34.6,263,34.6,114,69.8,60,71.7,58,107.9,71,105.3,72,97.4,76,97.2,72,2003,0.7644718220126335,19,10,0.6551724137931034,29
254,Louisiana Monroe,Slnd,11-16,-9.61,94.4,276,104.0,196,72.7,10,+.013,132,-5.57,259,98.7,265,104.3,238,+4.10,63,,Slnd,72.7,10,94.4,276,45.3,296,22.4,216,36.3,46,40.0,93,104.0,196,50.5,213,23.7,57,33.2,208,46.2,305,72.7,10,73.8,21,94.4,276,95.2,267,104.0,196,100.9,166,2003,0.2471681542733811,11,16,0.4074074074074074,27
188,Louisiana Tech,WAC,10-15,-2.35,101.8,171,104.1,197,67.6,135,+.035,80,+3.04,107,103.3,138,100.2,91,+12.10,8,,WAC,67.6,135,101.8,171,46.4,273,20.4,109,32.6,143,37.0,146,104.1,197,48.4,117,17.8,314,32.2,161,42.5,275,67.6,135,68.7,159,101.8,171,98.1,226,104.1,197,104.7,249,2003,0.4361181570229704,10,15,0.4,25
10,Louisville,CUSA,25-7,+22.75,115.8,9,93.0,25,72.5,12,-.029,241,+6.80,61,105.4,67,98.6,56,+6.01,39,4,CUSA,72.5,12,115.8,9,53.2,25,18.3,25,35.1,73,39.5,99,93.0,25,45.5,18,23.7,54,31.5,127,46.6,310,72.5,12,72.3,45,115.8,9,112.3,5,93.0,25,94.3,26,2003,0.9256386991278996,25,7,0.78125,32
124,Loyola Chicago,Horz,15-16,+3.85,105.7,103,101.9,159,70.1,52,-.015,204,+2.80,111,104.5,96,101.7,126,+4.20,60,,Horz,70.1,52,105.7,103,47.1,252,19.4,51,35.0,77,33.5,235,101.9,159,51.7,258,21.6,155,33.3,212,40.2,236,70.1,52,71.4,62,105.7,103,103.4,105,101.9,159,103.4,228,2003,0.6037342284235064,15,16,0.4838709677419355,31
315,Loyola MD,MAAC,4-24,-22.70,87.7,317,110.4,295,63.9,283,+.001,163,-4.92,248,99.9,233,104.8,267,-13.59,325,,MAAC,63.9,283,87.7,317,44.9,306,26.2,317,29.0,262,44.2,35,110.4,295,51.2,241,18.7,293,34.0,237,32.9,85,63.9,283,66.5,250,87.7,317,88.5,317,110.4,295,107.7,290,2003,0.06616397709089353,4,24,0.14285714285714285,28
204,Loyola Marymount,WCC,11-19,-4.09,98.4,233,102.5,173,69.8,59,-.021,219,+0.23,149,103.2,140,103.0,181,-1.78,196,,WCC,69.8,59,98.4,233,46.3,276,22.1,204,31.5,184,44.1,36,102.5,173,50.3,203,23.6,59,35.9,289,48.7,319,69.8,59,72.0,49,98.4,233,97.6,236,102.5,173,102.4,201,2003,0.38474573425866804,11,19,0.36666666666666664,30
197,Maine,AE,12-16,-3.32,99.5,209,102.9,175,68.3,108,-.099,312,-5.43,258,99.6,240,105.0,274,-2.02,205,,AE,68.3,108,99.5,209,54.2,15,25.4,308,32.5,149,29.5,302,102.9,175,46.6,46,18.1,307,32.6,180,28.8,21,68.3,108,70.2,106,99.5,209,100.9,171,102.9,175,99.5,129,2003,0.4045842306388582,12,16,0.42857142857142855,28
68,Manhattan,MAAC,23-7,+10.04,105.5,106,95.4,52,68.1,117,+.014,125,-1.71,184,101.7,182,103.4,202,+2.52,94,14,MAAC,68.1,117,105.5,106,49.5,153,19.6,66,30.8,208,41.1,71,95.4,52,46.1,41,24.6,21,32.2,165,42.6,278,68.1,117,70.7,90,105.5,106,105.6,69,95.4,52,94.4,27,2003,0.760836725431194,23,7,0.7666666666666667,30
213,Marist,MAAC,13-16,-5.31,101.4,183,106.7,247,68.6,95,+.052,51,-2.01,194,101.2,195,103.2,193,-0.60,169,,MAAC,68.6,95,101.4,183,47.5,242,18.9,35,26.8,297,33.1,240,106.7,247,51.0,227,20.3,229,33.7,226,32.5,76,68.6,95,70.8,86,101.4,183,100.6,178,106.7,247,104.4,244,2003,0.3575754998292573,13,16,0.4482758620689655,29
15,Marquette,CUSA,27-6,+21.30,120.5,2,99.2,109,65.7,219,+.070,30,+7.93,42,106.1,50,98.2,40,-1.45,188,3,CUSA,65.7,219,120.5,2,53.6,21,19.5,62,39.4,7,40.6,82,99.2,109,47.3,75,18.1,306,34.3,251,32.5,75,65.7,219,67.4,224,120.5,2,115.3,1,99.2,109,101.8,189,2003,0.9035132423686197,27,6,0.8181818181818182,33
174,Marshall,MAC,13-15,-0.77,102.2,166,102.9,178,67.5,143,-.027,236,-0.61,162,103.4,132,104.0,223,-2.90,223,,MAC,67.5,143,102.2,166,52.8,33,20.8,135,25.4,312,38.6,108,102.9,178,49.1,152,19.6,269,32.4,173,37.2,174,67.5,143,68.4,175,102.2,166,103.4,107,102.9,178,103.8,232,2003,0.4803854215233193,13,15,0.4642857142857143,28
13,Maryland,ACC,21-10,+22.00,110.9,34,88.9,9,71.5,23,-.078,301,+8.23,38,106.6,36,98.4,47,-5.29,282,6,ACC,71.5,23,110.9,34,51.7,75,18.8,34,34.5,87,33.7,226,88.9,9,43.3,4,23.9,47,31.6,135,34.7,118,71.5,23,73.2,28,110.9,34,107.9,37,88.9,9,90.6,7,2003,0.9270912032817037,21,10,0.6774193548387096,31
319,Maryland Eastern Shore,MEAC,5-23,-24.66,91.4,300,116.1,322,64.0,282,-.055,285,-12.79,319,95.2,316,108.0,321,-5.19,275,,MEAC,64.0,282,91.4,300,45.4,295,22.9,237,33.0,135,29.0,306,116.1,322,52.4,278,23.5,66,37.1,306,47.2,311,64.0,282,65.5,278,91.4,300,95.1,268,116.1,322,107.8,293,2003,0.060037324835444515,5,23,0.17857142857142858,28
195,Massachusetts,A10,10-18,-3.25,96.5,259,99.8,120,64.9,258,-.011,191,+3.75,96,104.6,87,100.9,103,+0.55,142,,A10,64.9,258,96.5,259,48.3,211,24.0,275,31.4,193,34.6,208,99.8,120,46.9,57,20.2,235,37.7,313,38.4,204,64.9,258,65.5,277,96.5,259,93.4,288,99.8,120,101.8,190,2003,0.4045144866186572,10,18,0.35714285714285715,28
211,McNeese St.,Slnd,13-14,-4.78,100.4,203,105.2,226,67.9,122,+.014,126,-4.74,244,97.8,284,102.6,160,+15.53,2,,Slnd,67.9,122,100.4,203,50.0,142,24.4,283,33.4,115,37.0,147,105.2,226,48.1,106,22.1,130,32.5,177,44.5,296,67.9,122,69.4,137,100.4,203,99.3,202,105.2,226,101.1,170,2003,0.3688711675257818,13,14,0.48148148148148145,27
29,Memphis,CUSA,23-7,+16.72,110.9,35,94.1,33,68.3,109,+.005,151,+4.83,84,103.4,133,98.6,54,+3.33,81,7,CUSA,68.3,109,110.9,35,49.3,166,19.4,53,36.3,47,37.9,121,94.1,33,45.7,25,21.0,195,30.5,85,35.8,137,68.3,109,70.4,98,110.9,35,105.3,74,94.1,33,93.9,23,2003,0.8686545618903605,23,7,0.7666666666666667,30
175,Mercer,ASun,22-6,-0.84,106.4,95,107.3,257,69.5,65,+.170,2,-9.07,299,96.5,308,105.5,283,-12.14,321,,ASun,69.5,65,106.4,95,52.9,30,23.0,241,39.5,6,40.9,77,107.3,257,47.9,97,18.8,291,32.1,157,25.2,4,69.5,65,72.4,40,106.4,95,107.9,40,107.3,257,101.2,173,2003,0.47580258309431195,22,6,0.7857142857142857,28
100,Miami FL,BE,11-17,+6.10,103.3,146,97.2,74,65.8,212,-.118,324,+6.88,60,104.8,82,97.9,31,-3.73,246,,BE,65.8,212,103.3,146,47.8,231,23.2,250,34.0,100,34.4,212,97.2,74,49.6,173,24.8,18,30.6,93,39.2,219,65.8,212,69.3,140,103.3,146,98.1,225,97.2,74,97.5,76,2003,0.6681803765791314,11,17,0.39285714285714285,28
139,Miami OH,MAC,12-15,+2.42,101.1,190,98.7,99,56.7,326,-.027,231,+3.12,106,105.8,59,102.7,167,+13.04,4,,MAC,56.7,326,101.1,190,48.6,196,19.7,69,27.1,295,36.7,154,98.7,99,48.6,127,21.5,169,30.6,91,41.8,266,56.7,326,58.5,326,101.1,190,99.8,194,98.7,99,101.4,181,2003,0.5686363276753695,12,15,0.4444444444444444,27
61,Michigan,B10,17-13,+10.71,109.0,59,98.3,91,65.1,252,+.024,107,+7.33,50,106.1,51,98.7,59,+1.27,126,,B10,65.1,252,109.0,59,49.1,174,21.1,144,32.4,154,39.0,106,98.3,91,48.3,114,20.2,236,30.3,77,36.3,149,65.1,252,67.0,237,109.0,59,103.1,118,98.3,91,100.7,163,2003,0.766423337259061,17,13,0.5666666666666667,30
19,Michigan St.,B10,22-13,+20.26,110.1,43,89.9,12,63.6,286,-.050,280,+10.11,13,107.3,12,97.2,13,+3.20,83,7,B10,63.6,286,110.1,43,50.2,135,22.0,195,32.9,137,42.7,45,89.9,12,45.8,32,21.4,171,25.0,2,41.2,251,63.6,286,65.1,286,110.1,43,103.6,97,89.9,12,93.7,21,2003,0.9114078853015832,22,13,0.6285714285714286,35
126,Middle Tennessee St.,SB,14-14,+3.36,103.8,133,100.5,131,66.0,206,-.006,180,+1.85,125,103.3,136,101.5,116,+1.08,129,,SB,66.0,206,103.8,133,52.1,54,23.8,265,30.5,222,35.3,193,100.5,131,48.0,101,19.8,258,30.0,70,41.0,247,66.0,206,67.4,229,103.8,133,100.9,170,100.5,131,100.6,158,2003,0.5918322030871483,14,14,0.5,28
52,Milwaukee,Horz,23-8,+12.97,109.0,60,96.0,59,71.2,31,+.025,101,+2.06,121,104.8,79,102.8,172,+1.05,130,12,Horz,71.2,31,109.0,60,53.6,20,20.7,130,31.5,187,37.1,144,96.0,59,49.3,158,24.4,31,31.3,118,42.5,276,71.2,31,71.4,61,109.0,60,107.7,42,96.0,59,97.9,84,2003,0.8116085928211315,23,8,0.7419354838709677,31
72,Minnesota,B10,19-14,+9.68,107.4,80,97.7,83,70.7,39,+.018,121,+7.04,58,105.9,57,98.9,61,-2.99,226,,B10,70.7,39,107.4,80,49.9,143,21.1,148,33.7,110,37.2,142,97.7,83,46.8,51,20.7,209,32.1,158,38.5,208,70.7,39,70.9,83,107.4,80,102.9,122,97.7,83,99.9,140,2003,0.7481131324660826,19,14,0.5757575757575758,33
59,Mississippi,SEC,14-15,+10.89,111.2,31,100.3,130,62.8,298,-.099,313,+7.19,54,103.9,117,96.7,6,-7.96,306,,SEC,62.8,298,111.2,31,51.8,71,21.4,167,30.8,210,36.4,162,100.3,130,50.1,198,22.2,122,30.5,83,41.9,267,62.8,298,63.5,308,111.2,31,104.7,82,100.3,130,100.1,145,2003,0.7660954956198331,14,15,0.4827586206896552,29
14,Mississippi St.,SEC,21-10,+21.53,107.4,79,85.8,1,64.8,263,-.060,290,+8.85,27,106.9,23,98.0,34,-2.62,218,5,SEC,64.8,263,107.4,79,51.9,63,23.1,247,37.2,29,31.6,280,85.8,1,45.8,30,23.7,55,27.9,25,28.5,20,64.8,263,66.4,255,107.4,79,103.6,99,85.8,1,89.8,4,2003,0.9297087159277524,21,10,0.6774193548387096,31
236,Mississippi Valley St.,SWAC,13-13,-7.83,104.2,130,112.0,312,67.6,139,-.041,271,-10.52,311,95.0,318,105.5,282,+2.99,86,,SWAC,67.6,139,104.2,130,46.7,261,16.5,4,36.6,42,23.8,324,112.0,312,52.1,270,23.2,77,35.0,274,37.7,187,67.6,139,70.9,81,104.2,130,106.0,64,112.0,312,104.3,242,2003,0.3036138760616022,13,13,0.5,26
28,Missouri,B12,22-11,+17.32,111.5,27,94.2,34,66.9,173,+.043,68,+11.14,5,107.1,18,95.9,1,+2.97,87,6,B12,66.9,173,111.5,27,50.8,108,20.1,88,35.9,62,30.6,290,94.2,34,45.8,31,19.1,289,31.9,150,30.9,56,66.9,173,68.7,155,111.5,27,104.8,79,94.2,34,98.1,91,2003,0.8742368223886477,22,11,0.6666666666666666,33
242,Monmouth,NEC,15-13,-8.15,91.9,298,100.1,127,66.8,174,+.070,31,-7.89,289,99.4,247,107.3,312,+1.35,123,,NEC,66.8,174,91.9,298,48.8,186,21.4,171,22.5,322,41.0,75,100.1,127,48.6,130,22.2,118,30.8,99,28.8,23,66.8,174,68.8,149,91.9,298,95.6,262,100.1,127,97.2,70,2003,0.2723188091883088,15,13,0.5357142857142857,28
193,Montana,BSky,12-16,-2.75,104.3,127,107.1,254,66.1,204,-.020,217,-1.12,176,100.8,210,101.9,134,+2.42,96,,BSky,66.1,204,104.3,127,49.9,145,20.3,106,30.4,225,33.5,234,107.1,254,49.6,167,19.3,281,32.6,183,43.6,289,66.1,204,68.0,190,104.3,127,102.2,138,107.1,254,104.7,248,2003,0.4244202734641302,12,16,0.42857142857142855,28
219,Montana St.,BSky,9-16,-5.70,100.2,205,105.9,237,61.9,311,-.040,269,-2.06,199,100.1,230,102.1,146,-1.24,184,,BSky,61.9,311,100.2,205,49.4,159,21.9,193,26.4,304,37.8,124,105.9,237,51.3,247,21.4,172,31.9,151,27.8,12,61.9,311,64.2,301,100.2,205,98.3,221,105.9,237,102.5,205,2003,0.34609218050915713,9,16,0.36,25
151,Morehead St.,OVC,17-9,+1.53,109.6,47,108.1,272,67.6,136,+.048,64,-3.68,229,101.9,179,105.6,286,+1.84,111,,OVC,67.6,136,109.6,47,54.8,10,19.7,70,34.3,94,37.4,136,108.1,272,53.7,301,22.5,109,34.0,239,30.2,43,67.6,136,70.2,107,109.6,47,111.8,9,108.1,272,106.1,269,2003,0.5395366557019734,17,9,0.6538461538461539,26
320,Morgan St.,MEAC,7-22,-25.36,92.1,296,117.4,325,68.7,88,-.018,212,-14.74,326,93.9,325,108.7,325,-10.99,318,,MEAC,68.7,88,92.1,296,45.9,285,22.4,219,35.8,63,39.5,101,117.4,325,53.5,297,21.9,133,37.3,310,41.2,253,68.7,88,69.8,121,92.1,296,96.8,248,117.4,325,108.7,300,2003,0.057802243924983975,7,22,0.2413793103448276,29
325,Morris Brown,ind,4-20,-27.55,86.9,320,114.4,320,65.4,240,+.003,158,-9.24,303,97.7,287,107.0,309,-7.52,301,,ind,65.4,240,86.9,320,44.2,316,24.8,295,29.9,235,39.3,102,114.4,320,51.0,229,19.6,267,38.0,315,35.4,131,65.4,240,69.5,132,86.9,320,87.4,318,114.4,320,108.9,303,2003,0.04062707947774469,4,20,0.16666666666666666,24
299,Mount St. Mary's,NEC,11-16,-16.16,90.5,306,106.7,248,64.2,276,+.103,10,-8.98,298,98.2,274,107.2,311,-1.93,203,,NEC,64.2,276,90.5,306,44.5,309,22.2,205,31.6,182,35.7,181,106.7,248,51.3,245,24.4,27,36.3,295,47.5,313,64.2,276,66.5,248,90.5,306,93.7,286,106.7,248,102.4,202,2003,0.13082089469919683,11,16,0.4074074074074074,27
106,Murray St.,OVC,15-12,+5.53,107.3,81,101.8,157,65.5,233,-.082,306,-1.81,189,102.8,152,104.6,256,+7.12,31,,OVC,65.5,233,107.3,81,51.5,81,20.1,90,36.9,39,32.0,275,101.8,157,50.1,197,19.1,288,27.1,15,36.3,151,65.5,233,68.3,179,107.3,81,109.0,27,101.8,157,101.5,185,2003,0.6468252694477922,15,12,0.5555555555555556,27
50,N.C. State,ACC,18-13,+13.18,111.2,30,98.1,88,65.0,257,-.023,223,+8.48,34,106.9,22,98.4,49,-6.48,292,9,ACC,65.0,257,111.2,30,53.1,27,21.0,143,30.5,218,38.3,116,98.1,88,49.4,161,21.6,153,31.4,122,39.7,227,65.0,257,66.9,241,111.2,30,107.4,49,98.1,88,101.3,178,2003,0.8086782680006555,18,13,0.5806451612903226,31
290,Navy,Pat,7-19,-14.11,90.5,307,104.7,208,65.6,232,-.030,244,-5.04,249,99.1,254,104.1,232,-4.02,253,,Pat,65.6,232,90.5,307,46.9,257,26.1,316,31.0,200,37.2,141,104.7,208,51.4,250,23.1,81,29.3,49,40.6,240,65.6,232,65.6,275,90.5,307,90.3,312,104.7,208,100.2,148,2003,0.15761038373685063,7,19,0.2692307692307692,26
138,Nebraska,B12,11-18,+2.47,97.4,252,94.9,42,66.6,183,+.014,127,+8.97,25,106.9,25,97.9,32,-1.84,201,,B12,66.6,183,97.4,252,43.9,320,20.7,132,29.7,241,34.8,201,94.9,42,46.0,36,19.3,282,32.2,164,33.5,95,66.6,183,68.9,148,97.4,252,91.4,306,94.9,42,98.8,112,2003,0.574205083677175,11,18,0.3793103448275862,29
83,Nevada,WAC,17-14,+8.19,108.0,64,99.9,122,68.8,85,-.097,311,+2.30,118,103.2,141,100.9,102,+4.98,53,,WAC,68.8,85,108.0,64,48.4,207,18.3,24,33.4,118,47.2,9,99.9,122,48.9,142,20.2,238,28.8,38,41.6,262,68.8,85,70.4,97,108.0,64,105.6,70,99.9,122,99.8,137,2003,0.710241601104638,17,14,0.5483870967741935,31
310,New Hampshire,AE,5-23,-18.50,94.0,282,112.5,314,70.4,45,-.037,263,-5.14,252,98.7,268,103.8,213,-4.24,258,,AE,70.4,45,94.0,282,46.3,279,22.8,232,28.5,270,44.0,38,112.5,314,53.9,307,20.2,239,32.4,174,36.0,145,70.4,45,71.2,68,94.0,282,92.3,301,112.5,314,109.0,304,2003,0.11243843577283874,5,23,0.17857142857142858,28
187,New Mexico,MWC,9-18,-2.27,107.7,75,110.0,293,65.6,228,-.023,225,+3.68,97,104.6,90,100.9,104,-4.24,259,,MWC,65.6,228,107.7,75,48.7,192,18.0,14,27.2,293,38.5,111,110.0,293,54.6,319,19.2,285,31.1,108,35.3,128,65.6,228,66.3,259,107.7,75,104.7,81,110.0,293,111.3,322,2003,0.4395461982533227,9,18,0.3333333333333333,27
87,New Mexico St.,SB,19-9,+7.51,107.7,78,100.2,128,67.2,157,-.005,176,-0.93,169,102.0,177,102.9,180,-7.35,300,,SB,67.2,157,107.7,78,49.8,149,19.5,59,33.8,105,37.4,134,100.2,128,47.7,85,22.5,106,34.4,255,30.3,44,67.2,157,68.5,168,107.7,78,106.3,57,100.2,128,98.2,97,2003,0.6963731239945488,19,9,0.6785714285714286,28
172,New Orleans,SB,13-14,-0.49,101.7,175,102.2,167,66.3,193,+.005,150,-0.03,154,102.5,160,102.5,156,-3.24,230,,SB,66.3,193,101.7,175,49.3,165,24.0,276,37.0,35,40.6,83,102.2,167,50.1,196,20.0,245,31.7,136,29.9,35,66.3,193,68.4,176,101.7,175,100.7,176,102.2,167,101.8,191,2003,0.48590365919501943,13,14,0.48148148148148145,27
177,Niagara,MAAC,17-12,-0.90,109.5,50,110.4,296,66.5,184,+.091,11,-1.84,190,100.4,223,102.2,150,+0.23,150,,MAAC,66.5,184,109.5,50,50.8,112,21.0,140,38.5,16,45.2,28,110.4,296,50.7,221,19.7,263,34.2,249,34.3,109,66.5,184,68.5,171,109.5,50,107.6,46,110.4,296,107.8,291,2003,0.47648380699237874,17,12,0.5862068965517241,29
321,Nicholls St.,Slnd,1-25,-25.55,87.5,318,113.0,315,62.1,307,-.082,307,-3.85,234,98.8,264,102.6,163,+11.15,13,,Slnd,62.1,307,87.5,318,43.2,322,27.9,325,29.2,256,33.1,243,113.0,315,52.7,284,20.7,211,37.1,305,41.8,265,62.1,307,64.5,294,87.5,318,83.5,324,113.0,315,109.3,309,2003,0.050158182962503996,1,25,0.038461538461538464,26
294,Norfolk St.,MEAC,14-15,-15.22,88.1,316,103.4,187,65.7,218,+.022,114,-15.27,327,94.0,324,109.3,327,-5.64,287,,MEAC,65.7,218,88.1,316,46.6,266,25.2,303,34.4,92,41.7,63,103.4,187,47.1,64,24.8,16,33.6,220,38.1,194,65.7,218,67.5,218,88.1,316,93.4,287,103.4,187,95.7,42,2003,0.13687127727517326,14,15,0.4827586206896552,29
54,North Carolina,ACC,19-16,+12.15,107.9,72,95.8,57,68.3,110,+.024,104,+11.23,3,107.5,7,96.2,3,+7.32,28,,ACC,68.3,110,107.9,72,50.7,116,20.8,137,29.8,238,31.8,278,95.8,57,49.1,151,23.2,79,35.4,281,29.4,28,68.3,110,71.2,70,107.9,72,100.6,179,95.8,57,99.6,131,2003,0.7970301649175233,19,16,0.5428571428571428,35
327,North Carolina A&T,MEAC,1-25,-35.37,84.1,324,119.4,327,68.7,92,-.013,198,-9.85,309,96.7,301,106.6,301,+11.86,10,,MEAC,68.7,92,84.1,324,44.4,311,24.3,281,29.5,249,32.3,272,119.4,327,55.8,322,20.8,205,39.8,325,37.1,171,68.7,92,70.0,113,84.1,324,86.3,320,119.4,327,114.5,326,2003,0.017456452912966984,1,25,0.038461538461538464,26
232,North Texas,SB,5-21,-7.31,99.3,217,106.6,246,70.2,50,+.006,147,+5.18,78,105.3,69,100.1,88,+9.82,19,,SB,70.2,50,99.3,217,47.0,254,23.8,266,30.8,204,35.5,186,106.6,246,49.5,162,18.6,294,36.8,301,48.4,316,70.2,50,71.9,52,99.3,217,94.8,272,106.6,246,108.9,302,2003,0.3066588389980999,5,21,0.19230769230769232,26
214,Northeastern,AE,14-15,-5.33,98.9,225,104.2,200,70.1,53,-.004,173,-4.88,247,99.4,246,104.3,237,-1.47,189,,AE,70.1,53,98.9,225,47.9,225,21.1,150,34.0,103,33.0,248,104.2,200,51.0,224,25.0,14,33.8,232,46.2,306,70.1,53,71.8,54,98.9,225,99.9,193,104.2,200,100.5,154,2003,0.35426745674202414,14,15,0.4827586206896552,29
190,Northern Arizona,BSky,13-13,-2.60,99.5,211,102.1,165,68.1,115,+.005,148,-3.70,230,100.7,212,104.4,243,-5.22,278,,BSky,68.1,115,99.5,211,52.7,36,23.1,248,29.6,242,32.8,254,102.1,165,49.8,186,21.1,190,29.6,56,36.6,157,68.1,115,70.3,101,99.5,211,100.0,188,102.1,165,100.3,150,2003,0.42637822855006663,13,13,0.5,26
137,Northern Illinois,MAC,17-14,+2.52,104.6,123,102.1,162,64.8,264,+.050,54,+1.28,133,103.8,120,102.6,161,+3.42,75,,MAC,64.8,264,104.6,123,51.8,70,25.0,302,38.8,10,42.2,53,102.1,162,50.3,206,21.3,180,30.8,102,42.5,277,64.8,264,66.9,242,104.6,123,102.5,130,102.1,162,102.6,209,2003,0.5691035271452068,17,14,0.5483870967741935,31
194,Northern Iowa,MVC,10-17,-2.78,102.0,169,104.8,214,64.6,269,-.010,190,+1.61,128,103.3,137,101.7,125,+3.61,69,,MVC,64.6,269,102.0,169,52.4,44,21.0,139,24.2,317,34.6,207,104.8,214,50.5,211,17.9,312,31.0,106,29.6,32,64.6,269,64.7,291,102.0,169,100.1,186,104.8,214,105.7,261,2003,0.42276548064572894,10,17,0.37037037037037035,27
167,Northwestern,B10,12-17,+0.05,105.0,117,104.9,218,60.4,317,-.003,169,+4.99,82,104.7,83,99.7,82,-11.03,319,,B10,60.4,317,105.0,117,49.7,152,20.7,127,26.7,298,36.4,163,104.9,218,50.6,216,21.6,154,38.1,318,37.3,177,60.4,317,61.5,315,105.0,117,101.0,169,104.9,218,106.1,267,2003,0.502739372511987,12,17,0.41379310344827586,29
305,Northwestern St.,Slnd,6-21,-16.93,85.2,322,102.1,166,70.6,42,+.001,164,-6.04,267,98.9,259,105.0,270,+0.45,145,,Slnd,70.6,42,85.2,322,42.3,325,25.8,311,34.0,101,39.9,94,102.1,166,48.4,119,25.4,6,34.5,262,48.8,320,70.6,42,71.9,51,85.2,322,86.4,319,102.1,166,98.4,100,2003,0.11096321620965859,6,21,0.2222222222222222,27
